title,Action,Adventure,Animation,Budget,Comedy,Crime,Domestic Distributor,Domestic Opening,Drama,Family,Fantasy,MPAA Rating,Original Release Gross Worldwide,Other_Genres,Romance,Running Time,Science fiction,Thriller,Year of Release
The Bourne Ultimatum,1.0,1.0,,110000000,,,Universal Pictures,69283690,,,,PG-13,444100035,1.0,,115.0,,1.0,2007
The Mummy Returns,1.0,1.0,,98000000,,,Universal Pictures,68139035,,,1.0,PG-13,433013274,,,130.0,,1.0,2001
Alvin and the Chipmunks: The Squeakquel,,1.0,1.0,75000000,1.0,,Twentieth Century Fox,48875415,,1.0,1.0,PG,443140005,1.0,,88.0,,,2009
Les Misérables,,,,61000000,,,Universal Pictures,27281735,1.0,,,PG-13,441809770,1.0,1.0,158.0,,,2012
Mrs. Doubtfire,,,,25000000,1.0,,Twentieth Century Fox,20468847,1.0,1.0,,PG-13,219195243,,,125.0,,,1993
Terminator Genisys,1.0,1.0,,155000000,,,Paramount Pictures,27018486,,,,PG-13,440603537,,,126.0,1.0,1.0,2015
Warcraft,1.0,1.0,,160000000,,,Universal Pictures,24166110,,,1.0,PG-13,439048914,1.0,,123.0,,,2016
The Greatest Showman,,,,84000000,,,Twentieth Century Fox,8805843,1.0,,,PG,434993183,1.0,,105.0,,,2017
A Star Is Born,,,,36000000,,,Warner Bros.,42908051,1.0,,,R,436188866,1.0,1.0,136.0,,,2018
Pokémon Detective Pikachu,1.0,1.0,,150000000,1.0,,Warner Bros.,54365242,,1.0,,PG,433005346,1.0,,104.0,1.0,,2019
Terminator 3: Rise of the Machines,1.0,,,200000000,,,Warner Bros.,44041440,,,,R,433371112,,,109.0,1.0,,2003
Die Another Day,1.0,1.0,,142000000,,,Metro-Goldwyn-Mayer (MGM),47072040,,,,PG-13,431971116,,,133.0,,1.0,2002
The Secret Life of Pets 2,,1.0,1.0,80000000,1.0,,Universal Pictures,46652680,,1.0,,PG,430051293,,,86.0,,,2019
Cast Away,,1.0,,90000000,,,Twentieth Century Fox,28883406,1.0,,,PG-13,429632142,,1.0,143.0,,,2000
Rampage,1.0,1.0,,120000000,,,Warner Bros.,35753093,,,,PG-13,428028233,,,107.0,1.0,,2018
The King's Speech,,,,15000000,,,The Weinstein Company,355450,1.0,,,R,423999102,1.0,,118.0,,,2010
The Matrix Revolutions,1.0,,,150000000,,,Warner Bros.,48475154,,,,R,427343298,,,129.0,1.0,,2003
Bad Boys for Life,1.0,,,90000000,1.0,1.0,Sony Pictures Entertainment (SPE),62504105,,,,R,426505244,,,124.0,,1.0,2020
Django Unchained,,,,100000000,,,The Weinstein Company,30122888,1.0,,,R,425368238,1.0,,165.0,,,2012
Dances with Wolves,,1.0,,22000000,,,Orion Pictures,598257,1.0,,,,184208848,1.0,,181.0,,,1990
The Chronicles of Narnia: Prince Caspian,1.0,1.0,,225000000,,,Walt Disney Studios Motion Pictures,55034805,,1.0,1.0,PG,419665568,,,150.0,,,2008
Sex and the City,,,,65000000,1.0,,Warner Bros.,57038404,1.0,,,R,418765321,,1.0,145.0,,,2008
The Mummy,1.0,1.0,,125000000,,,Universal Pictures,31688375,,,1.0,PG-13,409231607,1.0,,111.0,,1.0,2017
The Chronicles of Narnia: The Voyage of the Dawn Treader,,1.0,,155000000,,,Twentieth Century Fox,24005069,,1.0,1.0,PG,415686217,,,113.0,,,2010
Jason Bourne,1.0,,,120000000,,,Universal Pictures,59215365,,,,PG-13,415484914,,,123.0,,1.0,2016
The Wolverine,1.0,,,120000000,,,Twentieth Century Fox,53113752,,,,PG-13,414828246,,,126.0,1.0,,2013
Kingsman: The Secret Service,1.0,1.0,,81000000,1.0,,Twentieth Century Fox,36206331,,,,R,414351546,,,129.0,,1.0,2015
Night at the Museum: Battle of the Smithsonian,,1.0,,150000000,1.0,,Twentieth Century Fox,54173286,,1.0,1.0,PG,413106170,,,105.0,,,2009
Batman,1.0,1.0,,35000000,,,Warner Bros.,40489746,,,,,251188924,,,126.0,,,1989
Pacific Rim,1.0,1.0,,190000000,,,Warner Bros.,37285325,,,,PG-13,411002906,,,131.0,1.0,,2013
Kingsman: The Golden Circle,1.0,1.0,,104000000,1.0,1.0,Twentieth Century Fox,39023010,,,,R,410902662,,,141.0,,1.0,2017
Ice Age: Collision Course,,1.0,1.0,105000000,1.0,,Twentieth Century Fox,21373064,1.0,1.0,,PG,408579038,,,94.0,1.0,,2016
Twilight,,,,37000000,,,Summit Entertainment,69637740,1.0,,1.0,PG-13,407187715,,1.0,122.0,,,2008
Signs,,,,72000000,,,Walt Disney Studios Motion Pictures,60117080,1.0,,,PG-13,408247917,1.0,,106.0,1.0,1.0,2002
X2: X-Men United,1.0,,,110000000,,,Twentieth Century Fox,85558731,,,,PG-13,407711549,,,134.0,1.0,1.0,2003
Alita: Battle Angel,1.0,1.0,,170000000,,,Twentieth Century Fox,28525613,,,,PG-13,404980543,,,122.0,1.0,1.0,2019
The Mummy: Tomb of the Dragon Emperor,1.0,,,145000000,,,Universal Pictures,40457770,,,1.0,PG-13,403449830,1.0,,112.0,,,2008
Prometheus,,1.0,,130000000,,,Twentieth Century Fox,51050101,,,,R,403354469,1.0,,124.0,1.0,,2012
Mamma Mia! Here We Go Again,,,,75000000,1.0,,Universal Pictures,34952180,,,,PG-13,395044706,1.0,1.0,114.0,,,2018
TRON: Legacy,1.0,1.0,,170000000,,,Walt Disney Studios Motion Pictures,44026211,,,,PG,400062763,,,125.0,1.0,,2010
Mission: Impossible III,1.0,1.0,,150000000,,,Paramount Pictures,47743273,,,,PG-13,398479497,,,126.0,,1.0,2006
Snow White and the Huntsman,1.0,1.0,,170000000,,,Universal Pictures,56217700,1.0,,1.0,PG-13,396592829,,,127.0,,,2012
Grease,,,,6000000,,,Paramount Pictures,8941717,,,,PG,159978870,1.0,1.0,110.0,,,1978
Solo: A Star Wars Story,1.0,1.0,,275000000,,,Walt Disney Studios Motion Pictures,84420489,,,,PG-13,392924807,,,135.0,1.0,,2018
The Wolf of Wall Street,,,,100000000,,1.0,Paramount Pictures,18361578,1.0,,,R,392000694,1.0,,117.09462915601023,,,2013
Superman Returns,1.0,,,270000000,,,Warner Bros.,52535096,,,,PG-13,391081192,,,154.0,1.0,,2006
Robin Hood: Prince of Thieves,1.0,1.0,,48000000,,,Warner Bros.,25625602,1.0,,,,390493908,,1.0,143.0,,,1991
Indiana Jones and the Raiders of the Lost Ark,1.0,1.0,,18000000,,,Paramount Pictures,8305823,,,,PG,212222025,,,115.0,,,1981
Independence Day: Resurgence,1.0,1.0,,165000000,,,Twentieth Century Fox,41039944,,,,PG-13,389681935,,,117.09462915601023,1.0,,2016
Live Free or Die Hard,1.0,,,110000000,,,Twentieth Century Fox,33369559,,,,PG-13,388156011,,,128.0,,1.0,2007
Godzilla: King of the Monsters,1.0,1.0,,170000000,,,Warner Bros.,47776293,,,1.0,PG-13,386600138,,,132.0,1.0,,2019
Home,,1.0,1.0,135000000,1.0,,Twentieth Century Fox,52107731,,1.0,1.0,PG,386041607,,,94.0,1.0,,2015
Star Trek,1.0,1.0,,150000000,,,Paramount Pictures,75204289,,,,PG-13,385680446,,,127.0,1.0,,2009
1917,1.0,,,95000000,,,Universal Pictures,576216,1.0,,,R,384983987,1.0,,119.0,,,2019
Happy Feet,,1.0,1.0,100000000,1.0,,Warner Bros.,41533432,,1.0,,PG,384335608,1.0,1.0,108.0,,,2006
Ice Age,,1.0,1.0,59000000,1.0,,Twentieth Century Fox,46312454,,1.0,,PG,383257136,,,81.0,,,2002
Back to the Future,,1.0,,19000000,1.0,,Universal Pictures,11152500,,,,,222067229,,,116.0,1.0,,1985
Fifty Shades Darker,,,,55000000,,,Universal Pictures,46607250,1.0,,,R,381545846,,1.0,118.0,,,2017
Monsters vs. Aliens,1.0,1.0,1.0,175000000,1.0,,DreamWorks,59321095,,1.0,1.0,PG,381509870,,,94.0,1.0,,2009
True Lies,1.0,,,115000000,1.0,,Twentieth Century Fox,25869770,,,,R,378882411,,,141.0,,1.0,1994
Slumdog Millionaire,,,,15000000,,,Fox Searchlight Pictures,360018,1.0,,,R,378410113,,1.0,117.09462915601023,,,2008
Taken 2,1.0,,,45000000,,1.0,Twentieth Century Fox,49514769,,,,PG-13,376141306,,,92.0,,1.0,2012
G.I. Joe: Retaliation,1.0,1.0,,130000000,,,Paramount Pictures,40501814,,,,PG-13,375740705,,,110.0,1.0,1.0,2013
Mad Max: Fury Road,1.0,1.0,,150000000,,,Warner Bros.,45428128,,,,R,374736354,,,117.09462915601023,1.0,1.0,2015
Spider-Man: Into the Spider-Verse,1.0,1.0,1.0,90000000,1.0,,Sony Pictures Entertainment (SPE),35363376,,1.0,1.0,PG,375540831,,,117.0,1.0,,2018
Shark Tale,,1.0,1.0,75000000,1.0,,DreamWorks Distribution,47604606,,1.0,1.0,PG,374583879,,,90.0,,,2004
Once Upon a Time... In Hollywood,,,,90000000,1.0,,Sony Pictures Entertainment (SPE),41082018,1.0,,,R,374375059,,,161.0,,,2019
What Women Want,,,,70000000,1.0,,Paramount Pictures,33614543,,,1.0,PG-13,374111707,,1.0,127.0,,,2000
Batman Begins,1.0,1.0,,150000000,,,Warner Bros.,48745440,,,,PG-13,371853783,,,140.0,,,2005
Penguins of Madagascar,,1.0,1.0,132000000,1.0,,Twentieth Century Fox,25447444,,1.0,,PG,373515621,,,92.0,1.0,,2014
X-Men Origins: Wolverine,1.0,,,150000000,,,Twentieth Century Fox,85058003,,,,PG-13,373062864,,,107.0,1.0,,2009
The Golden Compass,,1.0,,180000000,,,New Line Cinema,26125000,,1.0,1.0,PG-13,372234864,,,113.0,,,2007
Fifty Shades Freed,,,,55000000,,,Universal Pictures,38560195,1.0,,,R,371985018,,1.0,105.0,,1.0,2018
Hitch,,,,70000000,1.0,,Sony Pictures Entertainment (SPE),43142214,,,,PG-13,371594210,,1.0,118.0,,,2005
Terminator Salvation,1.0,,,200000000,,,Warner Bros.,42558390,,,,PG-13,371353001,,,115.0,1.0,,2009
Captain America: The First Avenger,1.0,1.0,,140000000,,,Paramount Pictures,65058524,,,,PG-13,370569774,,,124.0,1.0,,2011
Edge of Tomorrow,1.0,1.0,,178000000,,,Warner Bros.,28760246,,,,PG-13,370541256,,,113.0,1.0,,2014
There's Something About Mary,,,,23000000,1.0,,Twentieth Century Fox,13740644,,,,R,369884651,,1.0,119.0,,,1998
Gone Girl,,,,61000000,,,Twentieth Century Fox,37513109,1.0,,,R,369330363,1.0,,149.0,,1.0,2014
Jurassic Park III,1.0,1.0,,93000000,,,Universal Pictures,50771645,,,,PG-13,368780809,,,92.0,1.0,1.0,2001
My Big Fat Greek Wedding,,,,5000000,1.0,,IFC Films,597362,1.0,,,PG,368744044,,1.0,95.0,,,2002
Die Hard with a Vengeance,1.0,1.0,,90000000,,,Twentieth Century Fox,22162245,,,,R,366101666,,,128.0,,1.0,1995
Shazam!,1.0,1.0,,100000000,1.0,,Warner Bros.,53505326,,,1.0,PG-13,365971656,,,132.0,,,2019
The Nun,,,,22000000,,,Warner Bros.,53807379,,,,R,365550119,1.0,,96.0,,1.0,2018
Alvin and the Chipmunks,,1.0,1.0,60000000,1.0,,Twentieth Century Fox,44307417,,1.0,1.0,PG,365352546,1.0,,92.0,,,2007
Notting Hill,,,,42000000,1.0,,Universal Pictures,21811180,1.0,,,PG-13,124182015,,1.0,124.0,,,1999
A Bug's Life,,1.0,1.0,120000000,1.0,,Walt Disney Studios Motion Pictures,291121,,1.0,,,363258859,,,95.0,,,1998
Night at the Museum: Secret of the Tomb,,1.0,,127000000,1.0,,Twentieth Century Fox,17100520,,1.0,1.0,PG,363204635,,,98.0,,,2014
Ocean's Twelve,,,,110000000,,1.0,Warner Bros.,39153380,,,,PG-13,362744280,,,125.0,,1.0,2004
Planet of the Apes,1.0,1.0,,100000000,,,Twentieth Century Fox,68532960,,,,PG-13,362211740,,,119.0,1.0,1.0,2001
The Hangover Part III,,,,103000000,1.0,1.0,Warner Bros.,41671198,,,,R,362000072,,,100.0,,,2013
The World Is Not Enough,1.0,1.0,,135000000,,1.0,Metro-Goldwyn-Mayer (MGM),35519007,,,,PG-13,126943684,,,128.0,,1.0,1999
Fast & Furious,1.0,,,85000000,,,Universal Pictures,70950500,,,,PG-13,360364265,,,107.0,,1.0,2009
Noah,1.0,1.0,,125000000,,,Paramount Pictures,43720472,1.0,,,PG-13,359200044,,,138.0,,,2014
The Karate Kid,1.0,,,40000000,,,Sony Pictures Entertainment (SPE),55665805,1.0,1.0,,PG,359126022,1.0,,140.0,,,2010
Hotel Transylvania,,1.0,1.0,85000000,1.0,,Sony Pictures Entertainment (SPE),42522194,,1.0,1.0,PG,358375603,1.0,1.0,91.0,,,2012
Minority Report,1.0,,,102000000,,1.0,Twentieth Century Fox,35677125,,,,PG-13,358372926,1.0,,145.0,1.0,1.0,2002
The Legend of Tarzan,1.0,1.0,,180000000,,,Warner Bros.,38527856,1.0,,1.0,PG-13,356700357,,1.0,110.0,,,2016
American Beauty,,,,15000000,,,DreamWorks Distribution,861531,1.0,,,R,356296601,,,122.0,,,1999
Rain Man,,,,25000000,,,Metro-Goldwyn-Mayer (MGM),7005719,1.0,,,,354825435,,,133.0,,,1988
The Great Gatsby,,,,105000000,,,Warner Bros.,50085185,1.0,,,PG-13,353641895,,1.0,143.0,,,2013
Dumbo,,1.0,,170000000,,,Walt Disney Studios Motion Pictures,45990748,,1.0,1.0,PG,353284621,,,112.0,,,2019
"I, Robot",1.0,,,120000000,,,Twentieth Century Fox,52179887,1.0,,,PG-13,353133898,,,115.0,1.0,1.0,2004
Basic Instinct,,,,49000000,,,TriStar Pictures,15129385,1.0,,,R,117727224,1.0,,127.0,,1.0,1992
Murder on the Orient Express,,,,55000000,,1.0,Twentieth Century Fox,28681472,1.0,,,PG-13,352789811,1.0,,114.0,,,2017
X-Men: First Class,1.0,1.0,,160000000,,,Twentieth Century Fox,55101604,,,,PG-13,352616690,,,131.0,1.0,,2011
The Angry Birds Movie,,1.0,1.0,73000000,1.0,1.0,Sony Pictures Entertainment (SPE),38155177,,1.0,,PG,352333929,,,97.0,,,2016
Catch Me If You Can,,,,52000000,,1.0,DreamWorks Distribution,30053627,1.0,,,PG-13,352114312,1.0,,141.0,,,2002
Now You See Me,,,,75000000,,1.0,Lionsgate,29350389,,,,PG-13,351723989,1.0,,115.0,,1.0,2013
Hannibal,,,,87000000,,1.0,Metro-Goldwyn-Mayer (MGM),58003121,1.0,,,R,351692268,,,131.0,,1.0,2001
The Mask,1.0,,,23000000,1.0,1.0,New Line Cinema,23117068,,,1.0,PG-13,351583407,,,101.0,,,1994
Peter Rabbit,,1.0,1.0,50000000,1.0,,Sony Pictures Entertainment (SPE),25010928,,1.0,1.0,PG,351266433,,,95.0,,,2018
Speed,1.0,1.0,,30000000,,,Twentieth Century Fox,14456194,,,,R,121248145,,,116.0,,1.0,1994
Dinosaur,,1.0,1.0,127500000,,,Walt Disney Studios Motion Pictures,38854851,1.0,1.0,1.0,PG,349822765,,,82.0,,,2000
Mary Poppins Returns,,,,130000000,1.0,,Walt Disney Studios Motion Pictures,23523121,,1.0,1.0,PG,349537494,1.0,,130.0,,,2018
The Lorax,,1.0,1.0,70000000,1.0,,Universal Pictures,70217070,1.0,1.0,1.0,PG,348840316,1.0,,86.0,,,2012
The Maze Runner,1.0,,,34000000,,,Twentieth Century Fox,32512804,,,,PG-13,348319861,1.0,,117.09462915601023,1.0,1.0,2014
The Smurfs 2,,1.0,1.0,105000000,1.0,,Sony Pictures Entertainment (SPE),17548389,,1.0,1.0,PG,347545360,,,105.0,,,2013
National Treasure,1.0,1.0,,100000000,,,Walt Disney Studios Motion Pictures,35142554,,,,PG,347512318,1.0,,131.0,,1.0,2004
Rush Hour 2,1.0,,,90000000,1.0,1.0,New Line Cinema,67408222,,,,PG-13,347325802,,,90.0,,1.0,2001
Trolls,,1.0,1.0,125000000,1.0,,Twentieth Century Fox,46581142,,1.0,1.0,PG,346864462,1.0,1.0,92.0,,,2016
xXx: Return of Xander Cage,1.0,1.0,,85000000,,,Paramount Pictures,20130142,,,,PG-13,346118277,,,107.0,,1.0,2017
How the Grinch Stole Christmas,,,,123000000,1.0,,Universal Pictures,55082330,,1.0,1.0,PG,345141403,,,104.0,,,2000
Star Trek Beyond,1.0,1.0,,185000000,,,Paramount Pictures,59253211,,,,PG-13,343471816,,,122.0,1.0,1.0,2016
Alvin and the Chipmunks: Chipwrecked,,1.0,1.0,75000000,1.0,,Twentieth Century Fox,23244744,,1.0,,G,342695435,1.0,,87.0,,,2011
Wanted,1.0,,,75000000,,1.0,Universal Pictures,50927085,,,,R,342463063,,,110.0,,1.0,2008
The Flintstones,,,,46000000,1.0,,Universal Pictures,29688730,,1.0,1.0,PG,341631208,,,91.0,,,1994
A Quiet Place,,,,17000000,,,Paramount Pictures,50203562,1.0,,,PG-13,340939361,1.0,,90.0,1.0,,2018
Enchanted,,,1.0,85000000,1.0,,Walt Disney Studios Motion Pictures,34440317,,1.0,1.0,PG,340487652,1.0,1.0,107.0,,,2007
300: Rise of an Empire,1.0,,,110000000,,,Warner Bros.,45038460,1.0,,,R,337580051,,,102.0,,,2014
Batman Forever,1.0,1.0,,100000000,,,Warner Bros.,52784433,,,,PG-13,184031112,,,121.0,,,1995
Prince of Persia: The Sands of Time,1.0,1.0,,200000000,,,Walt Disney Studios Motion Pictures,30095259,,,1.0,PG-13,336365676,,,116.0,,,2009
The Curious Case of Benjamin Button,,,,150000000,,,Paramount Pictures,26853816,1.0,,1.0,PG-13,335802786,,1.0,166.0,,,2008
Journey 2: The Mysterious Island,1.0,1.0,,79000000,1.0,,Warner Bros.,27335363,,1.0,1.0,PG,335260290,,,94.0,1.0,,2012
The Rock,1.0,1.0,,75000000,,,Walt Disney Studios Motion Pictures,25069525,,,,R,134069511,,,136.0,,1.0,1996
The Great Wall,1.0,1.0,,150000000,,,Universal Pictures,18469620,,,1.0,PG-13,334933831,,,103.0,,1.0,2016
Fantastic Four,1.0,1.0,,100000000,,,Twentieth Century Fox,56061504,,,1.0,PG-13,333535934,,,106.0,1.0,,2005
Indiana Jones and the Temple of Doom,1.0,1.0,,28000000,,,Paramount Pictures,25337110,,,,,179870271,,,118.0,,,1984
Back to the Future Part II,,1.0,,40000000,1.0,,Universal Pictures,27835125,,,,,118549330,,,108.0,1.0,,1989
22 Jump Street,1.0,,,50000000,1.0,1.0,Sony Pictures Entertainment (SPE),57071445,,,,R,331333876,,,112.0,,,2014
Meet the Parents,,,,55000000,1.0,,Universal Pictures,28623300,,,,PG-13,330444045,,1.0,108.0,,,2000
Who Framed Roger Rabbit,,1.0,1.0,70000000,1.0,1.0,Walt Disney Studios Motion Pictures,11226239,,1.0,1.0,,238092038,1.0,,104.0,,,1988
Black Swan,,,,13000000,,,Fox Searchlight Pictures,1443809,1.0,,,R,329398046,,,108.0,,1.0,2010
The Perfect Storm,1.0,1.0,,140000000,,,Warner Bros.,41325042,1.0,,,PG-13,328718434,,,130.0,,1.0,2000
Se7en,,,,33000000,,1.0,New Line Cinema,13949807,1.0,,,R,100125643,1.0,,127.0,,1.0,1995
John Wick: Chapter 3 - Parabellum,1.0,,,75000000,,1.0,Lionsgate,56818067,,,,R,326709727,,,130.0,,1.0,2019
The Devil Wears Prada,,,,35000000,1.0,,Twentieth Century Fox,27537244,1.0,,,PG-13,326705902,,,109.0,,,2006
Taken 3,1.0,,,48000000,,1.0,Twentieth Century Fox,39201657,,,,PG-13,326479141,,,108.0,,1.0,2015
The Hunchback of Notre Dame,,,1.0,100000000,,,Walt Disney Studios Motion Pictures,21037414,1.0,1.0,,,325338851,1.0,1.0,91.0,,,1996
A Christmas Carol,,1.0,1.0,200000000,,,Walt Disney Studios Motion Pictures,30051075,1.0,1.0,1.0,PG,325286646,1.0,,96.0,,,2009
The SpongeBob Movie: Sponge Out of Water,,1.0,1.0,74000000,1.0,,Paramount Pictures,55365012,,1.0,1.0,PG,325186032,,,92.0,,,2015
Schindler's List,,,,22000000,,,Universal Pictures,656636,1.0,,,R,96065768,1.0,,195.0,,,1993
Megamind,1.0,,1.0,130000000,1.0,1.0,DreamWorks,46016833,,1.0,1.0,PG,321885765,,,95.0,1.0,,2010
The Conjuring 2,,,,40000000,,,Warner Bros.,40406314,,,,R,320392818,1.0,,134.0,,1.0,2016
Green Book,,,,23000000,1.0,,Universal Pictures,320429,1.0,,,PG-13,321752656,1.0,,130.0,,,2018
Lethal Weapon 3,1.0,,,35000000,,1.0,Warner Bros.,33243086,,,,R,321731527,,,118.0,,1.0,1992
The Ugly Truth,,,,38000000,1.0,,Sony Pictures Entertainment (SPE),27605576,,,,R,205298907,,1.0,96.0,,,2009
Robin Hood,1.0,1.0,,200000000,,,Universal Pictures,36063385,1.0,,,PG-13,321669741,1.0,,140.0,,,2010
Inglourious Basterds,,1.0,,70000000,,,The Weinstein Company,38054676,1.0,,,R,321455689,1.0,,153.0,,,2009
The Conjuring,,,,20000000,,,Warner Bros.,41855326,,,,R,319494638,1.0,,112.0,,1.0,2013
Sonic the Hedgehog,1.0,1.0,,85000000,1.0,,Paramount Pictures,58018348,,,,PG,319715683,,,99.0,1.0,,2020
The Last Airbender,1.0,1.0,,150000000,,,Paramount Pictures,40325019,,1.0,1.0,PG,319713881,,,103.0,,,2010
The Proposal,,,,40000000,1.0,,Walt Disney Studios Motion Pictures,33627598,1.0,,,PG-13,317375031,,1.0,108.0,,,2009
A Beautiful Mind,,,,58000000,,,Universal Pictures,367151,1.0,,,PG-13,313542341,1.0,,135.0,,,2001
Air Force One,1.0,,,85000000,,,Sony Pictures Entertainment (SPE),37132505,1.0,,,R,315156409,,,124.0,,1.0,1997
The Expendables 2,1.0,1.0,,100000000,,,Lionsgate,28591370,,,,R,314975955,,,103.0,,1.0,2012
Chicken Little,,1.0,1.0,150000000,1.0,,Walt Disney Studios Motion Pictures,40049778,,1.0,1.0,G,314432837,,,81.0,1.0,,2005
The Polar Express,,1.0,1.0,165000000,1.0,,Warner Bros.,23323463,,1.0,1.0,,286000505,1.0,,100.0,,,2004
As Good as It Gets,,,,50000000,1.0,,Sony Pictures Entertainment (SPE),12606928,1.0,,,PG-13,148478011,,1.0,139.0,,,1997
Maze Runner: The Scorch Trials,1.0,1.0,,61000000,,,Twentieth Century Fox,30316510,,,,PG-13,312296056,,,117.09462915601023,1.0,1.0,2015
Resident Evil: The Final Chapter,1.0,,,40000000,,,Screen Gems,13601682,,,,R,312242626,1.0,,107.0,1.0,,2016
Austin Powers: The Spy Who Shagged Me,1.0,1.0,,33000000,1.0,1.0,New Line Cinema,17981900,,,,PG-13,312016928,,,95.0,,,1999
The Lego Batman Movie,1.0,1.0,1.0,80000000,1.0,1.0,Warner Bros.,53003468,,1.0,1.0,PG,311950384,,1.0,104.0,1.0,,2017
Knives Out,,,,40000000,1.0,1.0,Lionsgate,26769548,1.0,,,PG-13,311605581,1.0,,130.0,,1.0,2019
Little Fockers,,,,100000000,1.0,,Universal Pictures,30833665,,,,PG-13,310650585,,1.0,98.0,,,2010
Bolt,,1.0,1.0,150000000,1.0,1.0,Walt Disney Studios Motion Pictures,26223128,1.0,1.0,,PG,309979994,,,96.0,,,2008
Runaway Bride,,,,70000000,1.0,,Paramount Pictures,35055556,,,,PG,309460292,,1.0,117.09462915601023,,,1999
The Blind Side,,,,29000000,,,Warner Bros.,34119372,1.0,,,PG-13,309208309,1.0,,129.0,,,2009
The Fault in Our Stars,,,,12000000,,,Twentieth Century Fox,48002523,1.0,,,PG-13,307166834,,1.0,126.0,,,2014
The Pursuit of Happyness,,,,55000000,,,Sony Pictures Entertainment (SPE),26541709,1.0,,,PG-13,307127625,1.0,,117.0,,,2006
Rise of the Guardians,1.0,1.0,1.0,145000000,1.0,,DreamWorks,23773465,1.0,1.0,1.0,PG,306941670,,,97.0,,,2012
Chicago,,,,45000000,1.0,1.0,Miramax,2074929,,,,PG-13,306776732,1.0,,113.0,,,2002
Annabelle: Creation,,,,15000000,,,Warner Bros.,35006404,,,,R,306515884,1.0,,109.0,,1.0,2017
Skyscraper,1.0,1.0,,125000000,,,Universal Pictures,24905015,,,,PG-13,304868961,,,102.0,,1.0,2018
A Good Day to Die Hard,1.0,,,92000000,,,Twentieth Century Fox,24834845,,,,R,304654182,,,98.0,,1.0,2013
Passengers,,,,110000000,,,Sony Pictures Entertainment (SPE),14869736,1.0,,,PG-13,303144152,,1.0,116.0,1.0,1.0,2016
Battleship,1.0,1.0,,209000000,,,Universal Pictures,25534825,,,,PG-13,303025485,,,131.0,1.0,1.0,2012
G.I. Joe: The Rise of Cobra,1.0,1.0,,175000000,,,Paramount Pictures,54713046,,,,PG-13,302469017,,,118.0,1.0,1.0,2009
Wrath of the Titans,1.0,1.0,,150000000,,,Warner Bros.,33457188,,,1.0,PG-13,301970083,,,99.0,,,2012
Fantastic 4: Rise of the Silver Surfer,1.0,1.0,,130000000,,,Twentieth Century Fox,58051684,,,1.0,PG,301913131,,,92.0,1.0,,2007
Hook,,1.0,,70000000,1.0,,TriStar Pictures,13522535,,1.0,1.0,,119654823,,,142.0,,,1991
Superman,1.0,1.0,,55000000,,,Warner Bros.,7465343,1.0,,,PG,134218018,,,143.0,1.0,,1978
Resident Evil: Afterlife,1.0,1.0,,60000000,,,Screen Gems,26650264,,,,R,300228084,1.0,,96.0,1.0,,2010
Van Helsing,1.0,1.0,,160000000,,,Universal Pictures,51748040,,,1.0,PG-13,300157638,,,131.0,,,2004
Stuart Little,,1.0,,133000000,1.0,,Sony Pictures Entertainment (SPE),15018223,,1.0,1.0,PG,300135367,,,84.0,,,1999
Alice Through the Looking Glass,,1.0,,170000000,,,Walt Disney Studios Motion Pictures,26858726,,1.0,1.0,PG,299457024,,,113.0,,,2016
My Best Friend's Wedding,,,,38000000,1.0,,Sony Pictures Entertainment (SPE),21678377,1.0,,,PG-13,299288605,,1.0,105.0,,,1997
Horton Hears a Who!,,1.0,1.0,85000000,1.0,,Twentieth Century Fox,45012998,,1.0,1.0,,298572799,,,86.0,,,2008
Ocean's Eight,1.0,,,70000000,1.0,1.0,Warner Bros.,41607378,,,,PG-13,297718711,,,110.0,,1.0,2018
The Divergent Series: Insurgent,1.0,1.0,,110000000,,,Lionsgate,52263680,,,,PG-13,297002527,,,119.0,1.0,1.0,2015
Austin Powers in Goldmember,1.0,1.0,,63000000,1.0,1.0,New Line Cinema,73071188,,,,PG-13,296938801,,,94.0,,,2002
Miss Peregrine's Home for Peculiar Children,,1.0,,110000000,,,Twentieth Century Fox,28871140,1.0,1.0,1.0,PG-13,296482446,,,127.0,,1.0,2016
X-Men,1.0,1.0,,75000000,,,Twentieth Century Fox,54471475,,,,PG-13,296339528,,,104.0,1.0,,2000
Ghostbusters,1.0,,,144000000,1.0,,Sony Pictures Entertainment (SPE),46018755,,,1.0,PG-13,229147509,,,117.0,1.0,,2016
Ferdinand,,1.0,1.0,111000000,1.0,,Twentieth Century Fox,13401586,1.0,1.0,1.0,PG,296069199,,,108.0,,,2017
Shutter Island,,,,80000000,,,Paramount Pictures,41062440,,,,R,294804195,1.0,,138.0,,1.0,2010
Bee Movie,,1.0,1.0,150000000,1.0,,DreamWorks,38021044,,1.0,,PG,293514336,,1.0,91.0,,,2007
Salt,1.0,,,110000000,,,Sony Pictures Entertainment (SPE),36011243,,,,PG-13,293503354,,,100.0,,1.0,2010
G-Force,1.0,1.0,1.0,150000000,1.0,,Walt Disney Studios Motion Pictures,31706934,,1.0,1.0,PG,292817841,,,88.0,1.0,,2009
The Departed,,,,90000000,,1.0,Warner Bros.,26887467,1.0,,,R,291465034,,,151.0,,1.0,2006
What Lies Beneath,,,,100000000,,,DreamWorks Distribution,29702959,1.0,,,PG-13,291420351,1.0,,130.0,,1.0,2000
