link_stub,title,World Lifetime Gross,Domestic Lifetime Gross,Domestic %,Foreign Lifetime Gross,Foreign %,year,Domestic Distributor,Domestic Opening,budget,MPAA,Running Time,genres,Original Release Domestic,Original Release International,Original Release Worldwide
/title/tt2126355/?ref_=bo_cso_table_38,San Andreas,"$473,990,832","$155,190,832",32.7%,"$318,800,000",67.3%,2015,"Warner Bros.

",54588173,110000000,PG-13,114,"['Action', 'Adventure', 'Thriller']",155190832,318800000,473990832
/title/tt7349950/?ref_=bo_cso_table_39,It Chapter Two,"$473,093,228","$211,593,228",44.7%,"$261,500,000",55.3%,2019,"Warner Bros.

",91062152,79000000,R,169,"['Drama', 'Fantasy', 'Horror']",211593228,261500000,473093228
/title/tt0073195/?ref_=bo_cso_table_40,Jaws,"$471,411,300","$260,758,300",55.3%,"$210,653,000",44.7%,1975,"Universal Pictures

",7061513,7000000,,124,"['Adventure', 'Thriller']",260000000,0,260000000
/title/tt1772341/?ref_=bo_cso_table_41,Wreck-It Ralph,"$471,222,889","$189,422,889",40.2%,"$281,800,000",59.8%,2012,"Walt Disney Studios Motion Pictures

",49038712,165000000,PG,101,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Science fiction']",189422889,281800000,471222889
/title/tt1119646/?ref_=bo_cso_table_42,The Hangover,"$469,310,836","$277,322,503",59.1%,"$191,988,333",40.9%,2009,"Warner Bros.

",44979319,35000000,R,100,['Comedy'],277322503,191490290,468812793
/title/tt1490017/?ref_=bo_cso_table_43,The Lego Movie,"$468,060,692","$257,760,692",55.1%,"$210,300,000",44.9%,2014,"Warner Bros.

",69050279,60000000,PG,100,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Science fiction']",257760692,210300000,468060692
/title/tt4701182/?ref_=bo_cso_table_44,Bumblebee,"$467,989,645","$127,195,589",27.2%,"$340,794,056",72.8%,2018,"Paramount Pictures

",21654047,135000000,PG-13,114,"['Action', 'Adventure', 'Science fiction']",127195589,340794056,467989645
/title/tt5034838/?ref_=bo_cso_table_45,Godzilla vs. Kong,"$467,863,133","$100,563,133",21.5%,"$367,300,000",78.5%,2021,"Warner Bros.

",31625971,0,PG-13,113,"['Action', 'Science fiction', 'Thriller']",100563133,367300000,467863133
/title/tt1408101/?ref_=bo_cso_table_46,Star Trek Into Darkness,"$467,365,246","$228,778,661",49%,"$238,586,585",51%,2013,"Paramount Pictures

",70165559,190000000,PG-13,132,"['Action', 'Adventure', 'Science fiction']",228778661,238586585,467365246
/title/tt0133093/?ref_=bo_cso_table_47,The Matrix,"$466,364,845","$171,479,930",36.8%,"$294,884,915",63.2%,1999,"Warner Bros.

",27788331,63000000,R,136,"['Action', 'Science fiction']",171479930,292037453,463517383
/title/tt0172495/?ref_=bo_cso_table_48,Gladiator,"$465,380,802","$187,705,427",40.3%,"$277,675,375",59.7%,2000,"DreamWorks Distribution

",34819017,103000000,R,155,"['Action', 'Adventure', 'Drama']",187705427,272878533,460583960
/title/tt0100405/?ref_=bo_cso_table_49,Pretty Woman,"$463,406,268","$178,406,268",38.5%,"$285,000,000",61.5%,1990,"Walt Disney Studios Motion Pictures

",11280591,14000000,R,119,"['Comedy', 'Romance']",178406268,0,178406268
/title/tt0317219/?ref_=bo_cso_table_50,Cars,"$461,991,867","$244,082,982",52.8%,"$217,908,885",47.2%,2006,"Walt Disney Studios Motion Pictures

",60119509,120000000,,117,"['Adventure', 'Animation', 'Comedy', 'Family', 'Sport']",244082982,217900167,461983149
/title/tt7294150/?ref_=bo_cso_table_51,The Eight Hundred,"$461,421,559","$372,755",<0.1%,"$461,048,804",99.9%,2020,"CMC Pictures

",118161,0,,149,"['Action', 'Drama', 'History', 'War']",372755,461048804,461421559
/title/tt0376994/?ref_=bo_cso_table_52,X-Men: The Last Stand,"$460,435,291","$234,362,462",50.9%,"$226,072,829",49.1%,2006,"Twentieth Century Fox

",102750665,210000000,PG-13,104,"['Action', 'Adventure', 'Science fiction']",234362462,226072829,460435291
/title/tt0465234/?ref_=bo_cso_table_53,National Treasure: Book of Secrets,"$459,242,249","$219,964,115",47.9%,"$239,278,134",52.1%,2007,"Walt Disney Studios Motion Pictures

",44783772,0,PG,124,"['Action', 'Adventure', 'Mystery', 'Thriller']",219964115,239278134,459242249
/title/tt2872732/?ref_=bo_cso_table_54,Lucy,"$458,863,600","$126,663,600",27.6%,"$332,200,000",72.4%,2014,"Universal Pictures

",43899340,40000000,R,89,"['Action', 'Science fiction', 'Thriller']",126663600,332200000,458863600
/title/tt0117060/?ref_=bo_cso_table_55,Mission: Impossible,"$457,696,391","$180,981,856",39.5%,"$276,714,535",60.5%,1996,"Paramount Pictures

",45436830,80000000,PG-13,110,"['Action', 'Adventure', 'Thriller']",180981856,0,180981856
/title/tt0416449/?ref_=bo_cso_table_56,300,"$456,068,181","$210,614,939",46.2%,"$245,453,242",53.8%,2007,"Warner Bros.

",70885301,65000000,R,117,"['Action', 'Drama']",210614939,245453242,456068181
/title/tt0325710/?ref_=bo_cso_table_57,The Last Samurai,"$454,627,263","$111,127,263",24.4%,"$343,500,000",75.6%,2003,"Warner Bros.

",24271354,140000000,R,154,"['Action', 'Drama']",111127263,343500000,454627263
/title/tt11032374/?ref_=bo_cso_table_58,Demon Slayer: Mugen Train,"$452,974,619","$47,700,000",10.5%,"$405,274,619",89.5%,2020,"FUNimation Entertainment

",21144800,0,R,117,"['Action', 'Adventure', 'Animation', 'Fantasy']",47700000,405274619,452974619
/title/tt7362036/?ref_=bo_cso_table_59,Dying to Survive,"$451,183,391","$6,752",-,"$451,176,639",100%,2018,,0,0,,117,"['Comedy', 'Drama']",0,451176639,451176639
/title/tt0240772/?ref_=bo_cso_table_60,Ocean's Eleven,"$450,717,150","$183,417,150",40.7%,"$267,300,000",59.3%,2001,"Warner Bros.

",38107822,85000000,PG-13,116,"['Crime', 'Thriller']",183417150,267300000,450717150
/title/tt10147382/?ref_=bo_cso_table_61,"My People, My Country","$450,064,993","$2,356,683",0.5%,"$447,708,310",99.5%,2019,CMC Pictures,876001,0,,154,"['Drama', 'History']",2356683,447708310,450064993
/title/tt0800369/?ref_=bo_cso_table_62,Thor,"$449,326,618","$181,030,624",40.3%,"$268,295,994",59.7%,2011,"Paramount Pictures

",65723338,150000000,PG-13,115,"['Action', 'Adventure', 'Fantasy']",181030624,268295994,449326618
/title/tt0213149/?ref_=bo_cso_table_63,Pearl Harbor,"$449,220,945","$198,542,554",44.2%,"$250,678,391",55.8%,2001,"Walt Disney Studios Motion Pictures

",59078912,140000000,PG-13,183,"['Action', 'Drama', 'History', 'Romance', 'War']",198542554,250678391,449220945
/title/tt3783958/?ref_=bo_cso_table_64,La La Land,"$448,906,865","$151,101,803",33.7%,"$297,805,062",66.3%,2016,"Lionsgate

",881104,30000000,PG-13,128,"['Comedy', 'Drama', 'Music', 'Musical', 'Romance']",151101803,296305892,447407695
/title/tt0120855/?ref_=bo_cso_table_65,Tarzan,"$448,191,819","$171,091,819",38.2%,"$277,100,000",61.8%,1999,"Walt Disney Studios Motion Pictures

",34221968,130000000,G,88,"['Adventure', 'Animation', 'Comedy', 'Family']",171091819,277100000,448191819
/title/tt0120912/?ref_=bo_cso_table_66,Men in Black II,"$445,135,288","$193,735,288",43.5%,"$251,400,000",56.5%,2002,"Sony Pictures Entertainment (SPE)

",52148751,140000000,PG-13,88,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Science fiction']",190418803,251400000,441818803
/title/tt0440963/?ref_=bo_cso_table_67,The Bourne Ultimatum,"$444,100,035","$227,471,070",51.2%,"$216,628,965",48.8%,2007,"Universal Pictures

",69283690,110000000,PG-13,115,"['Action', 'Adventure', 'Mystery', 'Thriller']",227471070,216628965,444100035
/title/tt0209163/?ref_=bo_cso_table_68,The Mummy Returns,"$443,280,904","$202,019,785",45.6%,"$241,261,119",54.4%,2001,"Universal Pictures

",68139035,98000000,PG-13,130,"['Action', 'Adventure', 'Fantasy', 'Thriller']",202019785,230993489,433013274
/title/tt1231580/?ref_=bo_cso_table_69,Alvin and the Chipmunks: The Squeakquel,"$443,140,005","$219,614,612",49.6%,"$223,525,393",50.4%,2009,"Twentieth Century Fox

",48875415,75000000,PG,88,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Music', 'Musical']",219614612,223525393,443140005
/title/tt1707386/?ref_=bo_cso_table_70,Les Misérables,"$441,809,770","$148,809,770",33.7%,"$293,000,000",66.3%,2012,"Universal Pictures

",27281735,61000000,PG-13,158,"['Drama', 'Musical', 'Romance']",148809770,293000000,441809770
/title/tt0070047/?ref_=bo_cso_table_71,The Exorcist,"$441,306,145","$232,906,145",52.8%,"$208,400,000",47.2%,1973,"Warner Bros.

",0,11000000,R,122,['Horror'],193000000,0,193000000
/title/tt0107614/?ref_=bo_cso_table_72,Mrs. Doubtfire,"$441,286,195","$219,195,243",49.7%,"$222,090,952",50.3%,1993,"Twentieth Century Fox

",20468847,25000000,PG-13,125,"['Comedy', 'Drama', 'Family']",219195243,0,219195243
/title/tt1340138/?ref_=bo_cso_table_73,Terminator Genisys,"$440,603,537","$89,760,956",20.4%,"$350,842,581",79.6%,2015,"Paramount Pictures

",27018486,155000000,PG-13,126,"['Action', 'Adventure', 'Science fiction', 'Thriller']",89760956,350842581,440603537
/title/tt0803096/?ref_=bo_cso_table_74,Warcraft,"$439,048,914","$47,365,290",10.8%,"$391,683,624",89.2%,2016,"Universal Pictures

",24166110,160000000,PG-13,123,"['Action', 'Adventure', 'Fantasy', 'War']",47365290,391683624,439048914
/title/tt1485796/?ref_=bo_cso_table_75,The Greatest Showman,"$436,755,494","$174,340,174",39.9%,"$262,415,320",60.1%,2017,"Twentieth Century Fox

",8805843,84000000,PG,105,"['Biography', 'Drama', 'Musical']",174340174,260653009,434993183
/title/tt1517451/?ref_=bo_cso_table_76,A Star Is Born,"$436,188,866","$215,288,866",49.4%,"$220,900,000",50.6%,2018,"Warner Bros.

",42908051,36000000,R,136,"['Drama', 'Music', 'Romance']",215288866,220900000,436188866
/title/tt5884052/?ref_=bo_cso_table_77,Pokémon Detective Pikachu,"$433,921,300","$144,105,346",33.2%,"$289,815,954",66.8%,2019,"Warner Bros.

",54365242,150000000,PG,104,"['Action', 'Adventure', 'Comedy', 'Family', 'Mystery', 'Science fiction']",144105346,288900000,433005346
/title/tt0181852/?ref_=bo_cso_table_78,Terminator 3: Rise of the Machines,"$433,371,112","$150,371,112",34.7%,"$283,000,000",65.3%,2003,"Warner Bros.

",44041440,200000000,R,109,"['Action', 'Science fiction']",150371112,283000000,433371112
/title/tt0246460/?ref_=bo_cso_table_79,Die Another Day,"$431,971,116","$160,942,139",37.3%,"$271,028,977",62.7%,2002,"Metro-Goldwyn-Mayer (MGM)

",47072040,142000000,PG-13,133,"['Action', 'Adventure', 'Thriller']",160942139,271028977,431971116
/title/tt5113040/?ref_=bo_cso_table_80,The Secret Life of Pets 2,"$430,051,293","$158,874,395",36.9%,"$271,176,898",63.1%,2019,"Universal Pictures

",46652680,80000000,PG,86,"['Adventure', 'Animation', 'Comedy', 'Family']",158874395,271176898,430051293
/title/tt0162222/?ref_=bo_cso_table_81,Cast Away,"$429,632,142","$233,632,142",54.4%,"$196,000,000",45.6%,2000,"Twentieth Century Fox

",28883406,90000000,PG-13,143,"['Adventure', 'Drama', 'Romance']",233632142,196000000,429632142
/title/tt2231461/?ref_=bo_cso_table_82,Rampage,"$428,028,233","$101,028,233",23.6%,"$327,000,000",76.4%,2018,"Warner Bros.

",35753093,120000000,PG-13,107,"['Action', 'Adventure', 'Science fiction']",101028233,327000000,428028233
/title/tt1504320/?ref_=bo_cso_table_83,The King's Speech,"$427,374,317","$138,797,449",32.5%,"$288,576,868",67.5%,2010,"The Weinstein Company

",355450,15000000,R,118,"['Biography', 'Drama', 'History']",135453143,288545959,423999102
/title/tt0242653/?ref_=bo_cso_table_84,The Matrix Revolutions,"$427,344,325","$139,313,948",32.6%,"$288,030,377",67.4%,2003,"Warner Bros.

",48475154,150000000,R,129,"['Action', 'Science fiction']",139313948,288029350,427343298
/title/tt1675434/?ref_=bo_cso_table_85,The Intouchables,"$426,588,510","$10,198,820",2.4%,"$416,389,690",97.6%,2011,"The Weinstein Company

",103507,0,R,112,"['Biography', 'Comedy', 'Drama']",10198820,416389690,426588510
/title/tt1502397/?ref_=bo_cso_table_86,Bad Boys for Life,"$426,505,244","$206,305,244",48.4%,"$220,200,000",51.6%,2020,"Sony Pictures Entertainment (SPE)

",62504105,90000000,R,124,"['Action', 'Comedy', 'Crime', 'Thriller']",206305244,220200000,426505244
/title/tt1853728/?ref_=bo_cso_table_87,Django Unchained,"$426,074,373","$162,805,434",38.2%,"$263,268,939",61.8%,2012,"The Weinstein Company

",30122888,100000000,R,165,"['Drama', 'Western']",162805434,262562804,425368238
/title/tt0099348/?ref_=bo_cso_table_89,Dances with Wolves,"$424,208,848","$184,208,848",43.4%,"$240,000,000",56.6%,1990,"Orion Pictures

",598257,22000000,,181,"['Adventure', 'Drama', 'Western']",184208848,0,184208848
/title/tt12363162/?ref_=bo_cso_table_90,"My People, My Homeland","$422,390,820",-,-,"$422,390,820",100%,2020,,0,0,,153,['Drama'],0,422390820,422390820
/title/tt0499448/?ref_=bo_cso_table_91,The Chronicles of Narnia: Prince Caspian,"$419,665,568","$141,621,490",33.8%,"$278,044,078",66.2%,2008,"Walt Disney Studios Motion Pictures

",55034805,225000000,PG,150,"['Action', 'Adventure', 'Family', 'Fantasy']",141621490,278044078,419665568
/title/tt1000774/?ref_=bo_cso_table_92,Sex and the City,"$418,765,519","$152,647,258",36.4%,"$266,118,261",63.6%,2008,"Warner Bros.

",57038404,65000000,R,145,"['Comedy', 'Drama', 'Romance']",152647258,266118063,418765321
/title/tt10218664/?ref_=bo_cso_table_93,The Captain,"$417,282,021","$706,572",0.2%,"$416,575,449",99.8%,2019,"Well Go USA Entertainment

",324769,0,,111,"['Action', 'Adventure', 'Drama', 'Family', 'Thriller']",706572,416575449,417282021
/title/tt2345759/?ref_=bo_cso_table_104,The Mummy,"$409,231,607","$80,227,895",19.6%,"$329,003,712",80.4%,2017,"Universal Pictures

",31688375,125000000,PG-13,111,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Thriller']",80227895,329003712,409231607
/title/tt0980970/?ref_=bo_cso_table_95,The Chronicles of Narnia: The Voyage of the Dawn Treader,"$415,686,217","$104,386,950",25.1%,"$311,299,267",74.9%,2010,"Twentieth Century Fox

",24005069,155000000,PG,113,"['Adventure', 'Family', 'Fantasy']",104386950,311299267,415686217
/title/tt4196776/?ref_=bo_cso_table_96,Jason Bourne,"$415,484,914","$162,434,410",39.1%,"$253,050,504",60.9%,2016,"Universal Pictures

",59215365,120000000,PG-13,123,"['Action', 'Thriller']",162434410,253050504,415484914
/title/tt1430132/?ref_=bo_cso_table_97,The Wolverine,"$414,828,246","$132,556,852",32%,"$282,271,394",68%,2013,"Twentieth Century Fox

",53113752,120000000,PG-13,126,"['Action', 'Science fiction']",132556852,282271394,414828246
/title/tt2802144/?ref_=bo_cso_table_98,Kingsman: The Secret Service,"$414,351,546","$128,261,724",31%,"$286,089,822",69%,2015,"Twentieth Century Fox

",36206331,81000000,R,129,"['Action', 'Adventure', 'Comedy', 'Thriller']",128261724,286089822,414351546
/title/tt1078912/?ref_=bo_cso_table_99,Night at the Museum: Battle of the Smithsonian,"$413,106,170","$177,243,721",42.9%,"$235,862,449",57.1%,2009,"Twentieth Century Fox

",54173286,150000000,PG,105,"['Adventure', 'Comedy', 'Family', 'Fantasy']",177243721,235862449,413106170
/title/tt0096895/?ref_=bo_cso_table_100,Batman,"$411,508,343","$251,348,343",61.1%,"$160,160,000",38.9%,1989,"Warner Bros.

",40489746,35000000,,126,"['Action', 'Adventure']",251188924,0,251188924
/title/tt0103855/?ref_=bo_cso_table_101,The Bodyguard,"$411,006,740","$122,006,740",29.7%,"$289,000,000",70.3%,1992,"Warner Bros.

",16611793,0,R,129,"['Action', 'Drama', 'Music', 'Romance', 'Thriller']",121945720,0,121945720
/title/tt1663662/?ref_=bo_cso_table_102,Pacific Rim,"$411,002,906","$101,802,906",24.8%,"$309,200,000",75.2%,2013,"Warner Bros.

",37285325,190000000,PG-13,131,"['Action', 'Adventure', 'Science fiction']",101802906,309200000,411002906
/title/tt4649466/?ref_=bo_cso_table_103,Kingsman: The Golden Circle,"$410,902,662","$100,234,838",24.4%,"$310,667,824",75.6%,2017,"Twentieth Century Fox

",39023010,104000000,R,141,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",100234838,310667824,410902662
/title/tt3416828/?ref_=bo_cso_table_105,Ice Age: Collision Course,"$408,754,975","$64,063,008",15.7%,"$344,691,967",84.3%,2016,"Twentieth Century Fox

",21373064,105000000,PG,94,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Science fiction']",64063008,344516030,408579038
/title/tt1099212/?ref_=bo_cso_table_106,Twilight,"$408,430,415","$193,962,473",47.5%,"$214,467,942",52.5%,2008,"Summit Entertainment

",69637740,37000000,PG-13,122,"['Drama', 'Fantasy', 'Romance']",192769854,214417861,407187715
/title/tt0286106/?ref_=bo_cso_table_107,Signs,"$408,247,917","$227,966,634",55.8%,"$180,281,283",44.2%,2002,"Walt Disney Studios Motion Pictures

",60117080,72000000,PG-13,106,"['Drama', 'Mystery', 'Science fiction', 'Thriller']",227966634,180281283,408247917
/title/tt0290334/?ref_=bo_cso_table_108,X2: X-Men United,"$407,711,549","$214,949,694",52.7%,"$192,761,855",47.3%,2003,"Twentieth Century Fox

",85558731,110000000,PG-13,134,"['Action', 'Science fiction', 'Thriller']",214949694,192761855,407711549
/title/tt0437086/?ref_=bo_cso_table_109,Alita: Battle Angel,"$404,980,543","$85,838,210",21.2%,"$319,142,333",78.8%,2019,"Twentieth Century Fox

",28525613,170000000,PG-13,122,"['Action', 'Adventure', 'Science fiction', 'Thriller']",85838210,319142333,404980543
/title/tt0859163/?ref_=bo_cso_table_110,The Mummy: Tomb of the Dragon Emperor,"$403,449,830","$102,491,776",25.4%,"$300,958,054",74.6%,2008,"Universal Pictures

",40457770,145000000,PG-13,112,"['Action', 'Fantasy', 'Horror', 'War']",102491776,300958054,403449830
/title/tt1446714/?ref_=bo_cso_table_111,Prometheus,"$403,354,469","$126,477,084",31.4%,"$276,877,385",68.6%,2012,"Twentieth Century Fox

",51050101,130000000,R,124,"['Adventure', 'Mystery', 'Science fiction']",126477084,276877385,403354469
/title/tt0031381/?ref_=bo_cso_table_112,Gone with the Wind,"$402,352,579","$200,852,579",49.9%,"$201,500,000",50.1%,1939,"Metro-Goldwyn-Mayer (MGM)

",0,0,,238,"['Drama', 'History', 'Romance', 'War']",189523031,0,189523031
/title/tt6911608/?ref_=bo_cso_table_113,Mamma Mia! Here We Go Again,"$402,253,849","$120,634,935",30%,"$281,618,914",70%,2018,"Universal Pictures

",34952180,75000000,PG-13,114,"['Comedy', 'Musical', 'Romance']",120634935,274409771,395044706
/title/tt1104001/?ref_=bo_cso_table_114,TRON: Legacy,"$400,063,852","$172,062,763",43%,"$228,001,089",57%,2010,"Walt Disney Studios Motion Pictures

",44026211,170000000,PG,125,"['Action', 'Adventure', 'Science fiction']",172062763,228000000,400062763
/title/tt0317919/?ref_=bo_cso_table_115,Mission: Impossible III,"$398,479,497","$134,029,801",33.6%,"$264,449,696",66.4%,2006,"Paramount Pictures

",47743273,150000000,PG-13,126,"['Action', 'Adventure', 'Thriller']",134029801,264449696,398479497
/title/tt1735898/?ref_=bo_cso_table_116,Snow White and the Huntsman,"$396,592,829","$155,332,381",39.2%,"$241,260,448",60.8%,2012,"Universal Pictures

",56217700,170000000,PG-13,127,"['Action', 'Adventure', 'Drama', 'Fantasy']",155332381,241260448,396592829
/title/tt0077631/?ref_=bo_cso_table_117,Grease,"$396,271,103","$190,071,103",48%,"$206,200,000",52%,1978,"Paramount Pictures

",8941717,6000000,PG,110,"['Musical', 'Romance']",159978870,0,159978870
/title/tt0114709/?ref_=bo_cso_table_118,Toy Story,"$394,436,586","$223,225,679",56.6%,"$171,210,907",43.4%,1995,"Walt Disney Studios Motion Pictures

",29140617,0,,81,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",191796233,52855355,244651588
/title/tt3778644/?ref_=bo_cso_table_119,Solo: A Star Wars Story,"$392,924,807","$213,767,512",54.4%,"$179,157,295",45.6%,2018,"Walt Disney Studios Motion Pictures

",84420489,275000000,PG-13,135,"['Action', 'Adventure', 'Science fiction']",213767512,179157295,392924807
/title/tt0993846/?ref_=bo_cso_table_120,The Wolf of Wall Street,"$392,000,694","$116,900,694",29.8%,"$275,100,000",70.2%,2013,"Paramount Pictures

",18361578,100000000,R,0,"['Biography', 'Crime', 'Drama']",116900694,275100000,392000694
/title/tt0348150/?ref_=bo_cso_table_121,Superman Returns,"$391,081,192","$200,081,192",51.2%,"$191,000,000",48.8%,2006,"Warner Bros.

",52535096,270000000,PG-13,154,"['Action', 'Science fiction']",200081192,191000000,391081192
/title/tt0102798/?ref_=bo_cso_table_122,Robin Hood: Prince of Thieves,"$390,493,908","$165,493,908",42.4%,"$225,000,000",57.6%,1991,"Warner Bros.

",25625602,48000000,,143,"['Action', 'Adventure', 'Drama', 'Romance']",165493908,225000000,390493908
/title/tt0082971/?ref_=bo_cso_table_123,Indiana Jones and the Raiders of the Lost Ark,"$389,925,971","$248,159,971",63.6%,"$141,766,000",36.4%,1981,"Paramount Pictures

",8305823,18000000,PG,115,"['Action', 'Adventure']",212222025,0,212222025
/title/tt1628841/?ref_=bo_cso_table_124,Independence Day: Resurgence,"$389,681,935","$103,144,286",26.5%,"$286,537,649",73.5%,2016,"Twentieth Century Fox

",41039944,165000000,PG-13,0,"['Action', 'Adventure', 'Science fiction']",103144286,286537649,389681935
/title/tt0337978/?ref_=bo_cso_table_125,Live Free or Die Hard,"$388,156,011","$134,529,403",34.7%,"$253,626,608",65.3%,2007,"Twentieth Century Fox

",33369559,110000000,PG-13,128,"['Action', 'Thriller']",134529403,253626608,388156011
/title/tt3781476/?ref_=bo_cso_table_126,Monster Hunt,"$387,053,506","$32,766",<0.1%,"$387,020,740",100%,2015,"FilmRise

",21074,0,,117,"['Adventure', 'Comedy', 'Fantasy']",32766,387020740,387053506
/title/tt3741700/?ref_=bo_cso_table_127,Godzilla: King of the Monsters,"$386,600,138","$110,500,138",28.6%,"$276,100,000",71.4%,2019,"Warner Bros.

",47776293,170000000,PG-13,132,"['Action', 'Adventure', 'Fantasy', 'Science fiction']",110500138,276100000,386600138
/title/tt2224026/?ref_=bo_cso_table_128,Home,"$386,041,607","$177,397,510",46%,"$208,644,097",54%,2015,"Twentieth Century Fox

",52107731,135000000,PG,94,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Science fiction']",177397510,208644097,386041607
/title/tt0796366/?ref_=bo_cso_table_129,Star Trek,"$385,680,446","$257,730,019",66.8%,"$127,950,427",33.2%,2009,"Paramount Pictures

",75204289,150000000,PG-13,127,"['Action', 'Adventure', 'Science fiction']",257730019,127950427,385680446
/title/tt8579674/?ref_=bo_cso_table_130,1917,"$384,983,987","$159,227,644",41.4%,"$225,756,343",58.6%,2019,"Universal Pictures

",576216,95000000,R,119,"['Action', 'Drama', 'War']",159227644,225756343,384983987
/title/tt0366548/?ref_=bo_cso_table_131,Happy Feet,"$384,336,108","$198,000,317",51.5%,"$186,335,791",48.5%,2006,"Warner Bros.

",41533432,100000000,PG,108,"['Adventure', 'Animation', 'Comedy', 'Family', 'Music', 'Musical', 'Romance']",198000317,186335291,384335608
/title/tt3606752/?ref_=bo_cso_table_132,Cars 3,"$383,930,656","$152,901,115",39.8%,"$231,029,541",60.2%,2017,"Walt Disney Studios Motion Pictures

",53688680,0,G,102,"['Adventure', 'Animation', 'Comedy', 'Family', 'Sport']",152901115,231029541,383930656
/title/tt0268380/?ref_=bo_cso_table_133,Ice Age,"$383,257,136","$176,387,405",46%,"$206,869,731",54%,2002,"Twentieth Century Fox

",46312454,59000000,PG,81,"['Adventure', 'Animation', 'Comedy', 'Family']",176387405,206869731,383257136
/title/tt0088763/?ref_=bo_cso_table_134,Back to the Future,"$381,906,762","$211,406,762",55.4%,"$170,500,000",44.6%,1985,"Universal Pictures

",11152500,19000000,,116,"['Adventure', 'Comedy', 'Science fiction']",210609762,11457467,222067229
/title/tt4465564/?ref_=bo_cso_table_135,Fifty Shades Darker,"$381,545,846","$114,581,250",30%,"$266,964,596",70%,2017,"Universal Pictures

",46607250,55000000,R,118,"['Drama', 'Romance']",114581250,266964596,381545846
/title/tt0892782/?ref_=bo_cso_table_136,Monsters vs. Aliens,"$381,509,870","$198,351,526",52%,"$183,158,344",48%,2009,"DreamWorks

",59321095,175000000,PG,94,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Science fiction']",198351526,183158344,381509870
/title/tt0111503/?ref_=bo_cso_table_138,True Lies,"$378,882,411","$146,282,411",38.6%,"$232,600,000",61.4%,1994,"Twentieth Century Fox

",25869770,115000000,R,141,"['Action', 'Comedy', 'Thriller']",146282411,232600000,378882411
/title/tt3480822/?ref_=bo_cso_table_139,Black Widow,"$378,744,563","$183,560,929",48.5%,"$195,183,634",51.5%,2021,"Walt Disney Studios Motion Pictures

",80366312,0,PG-13,134,"['Action', 'Adventure', 'Science fiction']",183560929,195183634,378744563
/title/tt1010048/?ref_=bo_cso_table_140,Slumdog Millionaire,"$378,410,542","$141,319,928",37.4%,"$237,090,614",62.6%,2008,"Fox Searchlight Pictures

",360018,15000000,R,0,"['Drama', 'Romance']",141319928,237090185,378410113
/title/tt1397280/?ref_=bo_cso_table_141,Taken 2,"$376,152,455","$139,854,287",37.2%,"$236,298,168",62.8%,2012,"Twentieth Century Fox

",49514769,45000000,PG-13,92,"['Action', 'Crime', 'Thriller']",139854287,236287019,376141306
/title/tt1583421/?ref_=bo_cso_table_142,G.I. Joe: Retaliation,"$375,740,705","$122,523,060",32.6%,"$253,217,645",67.4%,2013,"Paramount Pictures

",40501814,130000000,PG-13,110,"['Action', 'Adventure', 'Science fiction', 'Thriller']",122523060,253217645,375740705
/title/tt1392190/?ref_=bo_cso_table_143,Mad Max: Fury Road,"$375,658,750","$154,058,340",41%,"$221,600,410",59%,2015,"Warner Bros.

",45428128,150000000,R,0,"['Action', 'Adventure', 'Science fiction', 'Thriller']",153636354,221100000,374736354
/title/tt4633694/?ref_=bo_cso_table_144,Spider-Man: Into the Spider-Verse,"$375,540,831","$190,241,310",50.7%,"$185,299,521",49.3%,2018,"Sony Pictures Entertainment (SPE)

",35363376,90000000,PG,117,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Science fiction']",190241310,185299521,375540831
/title/tt0307453/?ref_=bo_cso_table_145,Shark Tale,"$374,583,879","$160,861,908",42.9%,"$213,721,971",57.1%,2004,"DreamWorks Distribution

",47604606,75000000,PG,90,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",160861908,213721971,374583879
/title/tt7131622/?ref_=bo_cso_table_146,Once Upon a Time... In Hollywood,"$374,565,754","$142,502,728",38%,"$232,063,026",62%,2019,"Sony Pictures Entertainment (SPE)

",41082018,90000000,R,161,"['Comedy', 'Drama']",142502728,231872331,374375059
/title/tt0207201/?ref_=bo_cso_table_147,What Women Want,"$374,111,707","$182,811,707",48.9%,"$191,300,000",51.1%,2000,"Paramount Pictures

",33614543,70000000,PG-13,127,"['Comedy', 'Fantasy', 'Romance']",182811707,191300000,374111707
