link_stub,title,World Lifetime Gross,Domestic Lifetime Gross,Domestic %,Foreign Lifetime Gross,Foreign %,year,Domestic Distributor,Domestic Opening,budget,MPAA,Running Time,genres,Original Release Domestic,Original Release International,Original Release Worldwide
/title/tt6565702/?ref_=bo_cso_table_20,X-Men: Dark Phoenix,"$252,442,974","$65,845,974",26.1%,"$186,597,000",73.9%,2019,"Twentieth Century Fox

",32828348,200000000,PG-13,113,"['Action', 'Adventure', 'Science fiction']",65845974,186597000,252442974
/title/tt1403865/?ref_=bo_cso_table_21,True Grit,"$252,276,927","$171,243,005",67.9%,"$81,033,922",32.1%,2010,"Paramount Pictures

",24830443,38000000,PG-13,110,"['Drama', 'Western']",171243005,81033922,252276927
/title/tt0118689/?ref_=bo_cso_table_22,Bean,"$251,212,670","$45,319,423",18%,"$205,893,247",82%,1997,"Gramercy Pictures (I)

",2255233,18000000,PG-13,89,"['Adventure', 'Comedy', 'Family']",45319423,205893247,251212670
/title/tt1800241/?ref_=bo_cso_table_23,American Hustle,"$251,171,807","$150,117,807",59.8%,"$101,054,000",40.2%,2013,"Sony Pictures Entertainment (SPE)

",740455,40000000,R,138,"['Crime', 'Drama']",150117807,101054000,251171807
/title/tt0120660/?ref_=bo_cso_table_24,Enemy of the State,"$250,849,789","$111,549,836",44.5%,"$139,299,953",55.5%,1998,"Walt Disney Studios Motion Pictures

",20038573,90000000,R,132,"['Action', 'Thriller']",111549836,139299953,250849789
/title/tt0128853/?ref_=bo_cso_table_25,You've Got Mail,"$250,821,495","$115,821,495",46.2%,"$135,000,000",53.8%,1998,"Warner Bros.

",18426749,65000000,PG,119,"['Comedy', 'Drama', 'Romance']",115821495,135000000,250821495
/title/tt0449010/?ref_=bo_cso_table_26,Eragon,"$250,425,512","$75,030,163",30%,"$175,395,349",70%,2006,"Twentieth Century Fox

",23239907,100000000,PG,104,"['Action', 'Adventure', 'Family', 'Fantasy']",75030163,175395349,250425512
/title/tt0328880/?ref_=bo_cso_table_27,Brother Bear,"$250,397,798","$85,336,277",34.1%,"$165,061,521",65.9%,2003,"Walt Disney Studios Motion Pictures

",291940,0,,85,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']",85336277,165061521,250397798
/title/tt0120746/?ref_=bo_cso_table_28,The Mask of Zorro,"$250,288,523","$94,095,523",37.6%,"$156,193,000",62.4%,1998,"Sony Pictures Entertainment (SPE)

",22525855,95000000,PG-13,136,"['Action', 'Adventure', 'Comedy', 'Romance', 'Thriller', 'Western']",94095523,156193000,250288523
/title/tt0298130/?ref_=bo_cso_table_29,The Ring,"$249,348,933","$129,128,133",51.8%,"$120,220,800",48.2%,2002,"DreamWorks Distribution

",15015393,48000000,PG-13,115,"['Horror', 'Mystery']",129128133,120220800,249348933
/title/tt0185937/?ref_=bo_cso_table_30,The Blair Witch Project,"$248,639,099","$140,539,099",56.5%,"$108,100,000",43.5%,1999,"Artisan Entertainment

",1512054,60000,R,81,"['Horror', 'Mystery']",140539099,108100000,248639099
/title/tt0217869/?ref_=bo_cso_table_31,Unbreakable,"$248,118,121","$95,011,339",38.3%,"$153,106,782",61.7%,2000,"Walt Disney Studios Motion Pictures

",30330771,75000000,PG-13,106,"['Drama', 'Mystery', 'Science fiction', 'Thriller']",95011339,153106782,248118121
/title/tt5273624/?ref_=bo_cso_table_32,Journey to the West: The Demons Strike Back,"$247,585,244","$880,346",0.4%,"$246,704,898",99.6%,2017,"Sony Pictures Entertainment (SPE)

",463883,0,PG-13,109,"['Adventure', 'Comedy', 'Family', 'Fantasy']",880346,246704898,247585244
/title/tt0109686/?ref_=bo_cso_table_33,Dumb and Dumber,"$247,275,374","$127,175,374",51.4%,"$120,100,000",48.6%,1994,"New Line Cinema

",16363442,17000000,,107,['Comedy'],127175374,120100000,247275374
/title/tt6823368/?ref_=bo_cso_table_34,Glass,"$246,999,039","$111,048,468",45%,"$135,950,571",55%,2019,"Universal Pictures

",40328920,20000000,PG-13,129,"['Drama', 'Science fiction', 'Thriller']",111048468,135950571,246999039
/title/tt2191701/?ref_=bo_cso_table_35,Grown Ups 2,"$246,984,278","$133,668,525",54.1%,"$113,315,753",45.9%,2013,"Sony Pictures Entertainment (SPE)

",41508572,80000000,PG-13,101,['Comedy'],133668525,113315753,246984278
/title/tt2452042/?ref_=bo_cso_table_36,The Peanuts Movie,"$246,233,113","$130,178,411",52.9%,"$116,054,702",47.1%,2015,"Twentieth Century Fox

",44213073,99000000,G,88,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family']",130178411,116054702,246233113
/title/tt0068646/?ref_=bo_cso_table_37,The Godfather,"$246,120,986","$134,966,411",54.8%,"$111,154,575",45.2%,1972,"Paramount Pictures

",302393,6000000,,175,"['Crime', 'Drama']",133698921,110163857,243862778
/title/tt1192628/?ref_=bo_cso_table_38,Rango,"$245,724,603","$123,477,607",50.2%,"$122,246,996",49.8%,2011,"Paramount Pictures

",38079323,135000000,PG,107,"['Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Western']",123477607,122246996,245724603
/title/tt0109831/?ref_=bo_cso_table_39,Four Weddings and a Funeral,"$245,700,832","$52,700,832",21.4%,"$193,000,000",78.6%,1994,"Gramercy Pictures (I)

",138486,4400000,R,117,"['Comedy', 'Drama', 'Romance']",52700832,0,52700832
/title/tt0119094/?ref_=bo_cso_table_40,Face/Off,"$245,676,146","$112,276,146",45.7%,"$133,400,000",54.3%,1997,"Paramount Pictures

",23387530,80000000,R,138,"['Action', 'Crime', 'Science fiction', 'Thriller']",112276146,133400000,245676146
/title/tt3949660/?ref_=bo_cso_table_41,Teenage Mutant Ninja Turtles 2: Out of the Shadows,"$245,623,848","$82,051,601",33.4%,"$163,572,247",66.6%,2016,"Paramount Pictures

",35316382,135000000,PG-13,112,"['Action', 'Adventure', 'Comedy', 'Science fiction']",82051601,163572247,245623848
/title/tt1077368/?ref_=bo_cso_table_42,Dark Shadows,"$245,527,149","$79,727,149",32.5%,"$165,800,000",67.5%,2012,"Warner Bros.

",29685274,150000000,PG-13,113,"['Comedy', 'Fantasy', 'Horror']",79727149,165800000,245527149
/title/tt6673612/?ref_=bo_cso_table_43,Dolittle,"$245,461,797","$77,047,065",31.4%,"$168,414,732",68.6%,2020,"Universal Pictures

",21844045,175000000,PG,101,"['Adventure', 'Comedy', 'Family', 'Fantasy']",77047065,168414732,245461797
/title/tt0286716/?ref_=bo_cso_table_44,Hulk,"$245,285,165","$132,177,234",53.9%,"$113,107,931",46.1%,2003,"Universal Pictures

",62128420,137000000,PG-13,138,"['Action', 'Science fiction']",132177234,113107931,245285165
/title/tt0314331/?ref_=bo_cso_table_45,Love Actually,"$245,203,167","$59,696,144",24.4%,"$185,507,023",75.6%,2003,"Universal Pictures

",6886080,40000000,R,135,"['Comedy', 'Drama', 'Romance']",59696144,185235622,244931766
/title/tt10218674/?ref_=bo_cso_table_46,The Bravest,"$245,179,562","$290,217",0.1%,"$244,889,345",99.9%,2019,"Sony Pictures Entertainment (SPE)

",110375,0,PG-13,118,"['Action', 'Drama', 'Family']",290217,244889345,245179562
/title/tt1064932/?ref_=bo_cso_table_47,Welcome to the Sticks,"$245,144,417",-,-,"$245,144,417",100%,2008,,0,0,,106,"['Comedy', 'Romance']",0,245144417,245144417
/title/tt0099088/?ref_=bo_cso_table_48,Back to the Future Part III,"$245,077,583","$88,277,583",36%,"$156,800,000",64%,1990,"Universal Pictures

",19089645,40000000,,118,"['Adventure', 'Comedy', 'Science fiction', 'Western']",87727583,0,87727583
/title/tt2120120/?ref_=bo_cso_table_49,Pixels,"$244,874,809","$78,747,585",32.2%,"$166,127,224",67.8%,2015,"Sony Pictures Entertainment (SPE)

",24011616,88000000,PG-13,105,"['Action', 'Comedy', 'Fantasy', 'Science fiction']",78747585,166127224,244874809
/title/tt0120812/?ref_=bo_cso_table_51,Rush Hour,"$244,721,064","$141,186,864",57.7%,"$103,534,200",42.3%,1998,"New Line Cinema

",33001803,33000000,PG-13,98,"['Action', 'Comedy', 'Crime', 'Thriller']",141186864,103200000,244386864
/title/tt0373051/?ref_=bo_cso_table_52,Journey to the Center of the Earth,"$244,232,688","$101,704,370",41.6%,"$142,528,318",58.4%,2008,"Warner Bros.

",21018141,60000000,PG,93,"['Action', 'Adventure', 'Family', 'Fantasy', 'Science fiction']",101704370,142528318,244232688
/title/tt1815862/?ref_=bo_cso_table_53,After Earth,"$243,611,982","$60,522,097",24.8%,"$183,089,885",75.2%,2013,"Sony Pictures Entertainment (SPE)

",27520040,130000000,PG-13,100,"['Action', 'Adventure', 'Science fiction']",60522097,183089885,243611982
/title/tt0104257/?ref_=bo_cso_table_54,A Few Good Men,"$243,240,178","$141,340,178",58.1%,"$101,900,000",41.9%,1992,"Columbia Pictures

",15517468,41000000,R,138,"['Drama', 'Thriller']",141340178,101900000,243240178
/title/tt0844471/?ref_=bo_cso_table_55,Cloudy with a Chance of Meatballs,"$243,006,126","$124,870,275",51.4%,"$118,135,851",48.6%,2009,"Sony Pictures Entertainment (SPE)

",30304648,100000000,PG,90,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Science fiction']",124870275,118135851,243006126
/title/tt0298203/?ref_=bo_cso_table_56,8 Mile,"$242,875,078","$116,750,901",48.1%,"$126,124,177",51.9%,2002,"Universal Pictures

",51240555,41000000,R,110,"['Drama', 'Music']",116750901,126124177,242875078
/title/tt1528854/?ref_=bo_cso_table_57,Daddy's Home,"$242,786,137","$150,357,137",61.9%,"$92,429,000",38.1%,2015,"Paramount Pictures

",38740203,0,PG-13,96,"['Comedy', 'Family']",150357137,92429000,242786137
/title/tt1234721/?ref_=bo_cso_table_58,RoboCop,"$242,688,965","$58,607,007",24.2%,"$184,081,958",75.8%,2014,"Sony Pictures Entertainment (SPE)

",21681430,100000000,PG-13,117,"['Action', 'Crime', 'Science fiction', 'Thriller']",58607007,184081958,242688965
/title/tt0116213/?ref_=bo_cso_table_59,Eraser,"$242,295,562","$101,295,562",41.8%,"$141,000,000",58.2%,1996,"Warner Bros.

",24566446,100000000,R,115,"['Action', 'Drama', 'Thriller']",101295562,141000000,242295562
/title/tt2316204/?ref_=bo_cso_table_60,Alien: Covenant,"$240,891,763","$74,262,031",30.8%,"$166,629,732",69.2%,2017,"Twentieth Century Fox

",36160621,97000000,R,122,"['Horror', 'Science fiction', 'Thriller']",74262031,166629732,240891763
/title/tt3263904/?ref_=bo_cso_table_61,Sully,"$240,797,623","$125,070,033",51.9%,"$115,727,590",48.1%,2016,"Warner Bros.

",35028301,60000000,PG-13,96,"['Biography', 'Drama']",125070033,115727590,240797623
/title/tt2094766/?ref_=bo_cso_table_62,Assassin's Creed,"$240,697,856","$54,647,948",22.7%,"$186,049,908",77.3%,2016,"Twentieth Century Fox

",10278225,125000000,PG-13,115,"['Action', 'Adventure', 'Science fiction']",54647948,186049908,240697856
/title/tt0389860/?ref_=bo_cso_table_63,Click,"$240,685,326","$137,355,633",57.1%,"$103,329,693",42.9%,2006,"Revolution Studios

",40011365,82500000,PG-13,107,"['Comedy', 'Drama', 'Fantasy', 'Romance']",137355633,103329693,240685326
/title/tt11177804/?ref_=bo_cso_table_64,Legend of Deification,"$240,663,149","$214,670",<0.1%,"$240,448,479",99.9%,2020,"Well Go USA Entertainment

",0,0,,110,"['Action', 'Adventure', 'Animation', 'Drama', 'Family', 'Fantasy']",214670,240448479,240663149
/title/tt1855325/?ref_=bo_cso_table_65,Resident Evil: Retribution,"$240,159,255","$42,345,531",17.6%,"$197,813,724",82.4%,2012,"Screen Gems

",21052227,65000000,R,95,"['Action', 'Horror', 'Science fiction', 'Thriller']",42345531,197813724,240159255
/title/tt0099423/?ref_=bo_cso_table_66,Die Hard 2,"$240,031,274","$117,540,947",49%,"$122,490,327",51%,1990,"Twentieth Century Fox

",21744661,70000000,,124,"['Action', 'Thriller']",117540947,0,117540947
/title/tt0092493/?ref_=bo_cso_table_67,Crocodile Dundee II,"$239,606,210","$109,306,210",45.6%,"$130,300,000",54.4%,1988,"Paramount Pictures

",24462976,0,,108,"['Action', 'Adventure', 'Comedy']",109306210,130300000,239606210
/title/tt1691917/?ref_=bo_cso_table_68,Planes,"$239,258,712","$90,288,712",37.7%,"$148,970,000",62.3%,2013,"Walt Disney Studios Motion Pictures

",22232291,50000000,PG,91,"['Adventure', 'Animation', 'Comedy', 'Family', 'Sport']",90288712,148970000,239258712
/title/tt3104988/?ref_=bo_cso_table_69,Crazy Rich Asians,"$238,539,198","$174,532,921",73.2%,"$64,006,277",26.8%,2018,"Warner Bros.

",26510140,30000000,PG-13,0,"['Comedy', 'Drama', 'Romance']",174532921,64000000,238532921
/title/tt0118688/?ref_=bo_cso_table_70,Batman & Robin,"$238,235,719","$107,353,792",45.1%,"$130,881,927",54.9%,1997,"Warner Bros.

",42872605,125000000,PG-13,125,"['Action', 'Science fiction']",107325195,0,107325195
/title/tt6398184/?ref_=bo_cso_table_71,Downton Abbey,"$237,860,050","$96,854,135",40.7%,"$141,005,915",59.3%,2019,"Focus Features

",31033665,13000000,PG,122,"['Drama', 'Romance']",96854135,141005915,237860050
/title/tt1320261/?ref_=bo_cso_table_72,Gulliver's Travels,"$237,382,724","$42,779,261",18%,"$194,603,463",82%,2010,"Twentieth Century Fox

",6307691,112000000,PG,85,"['Adventure', 'Comedy', 'Family', 'Fantasy']",42779261,194603463,237382724
/title/tt0187078/?ref_=bo_cso_table_73,Gone in 60 Seconds,"$237,202,299","$101,648,571",42.8%,"$135,553,728",57.2%,2000,"Walt Disney Studios Motion Pictures

",25336048,90000000,PG-13,118,"['Action', 'Crime', 'Thriller']",101648571,135553728,237202299
/title/tt0076666/?ref_=bo_cso_table_74,Saturday Night Fever,"$237,113,184","$94,213,184",39.7%,"$142,900,000",60.3%,1977,"Paramount Pictures

",3878099,0,R,118,"['Drama', 'Music']",94213184,0,94213184
/title/tt1045658/?ref_=bo_cso_table_75,Silver Linings Playbook,"$236,412,453","$132,092,958",55.9%,"$104,319,495",44.1%,2012,"The Weinstein Company

",443003,21000000,R,122,"['Comedy', 'Drama', 'Romance']",132092958,104319495,236412453
/title/tt0322259/?ref_=bo_cso_table_76,2 Fast 2 Furious,"$236,350,661","$127,154,901",53.8%,"$109,195,760",46.2%,2003,"Universal Pictures

",50472480,76000000,PG-13,107,"['Action', 'Crime', 'Thriller']",127154901,109195760,236350661
/title/tt4846340/?ref_=bo_cso_table_77,Hidden Figures,"$236,225,193","$169,607,287",71.8%,"$66,617,906",28.2%,2016,"Twentieth Century Fox

",515499,25000000,PG,127,"['Biography', 'Drama', 'History']",169607287,66349611,235956898
/title/tt0347149/?ref_=bo_cso_table_78,Howl's Moving Castle,"$236,214,446","$5,576,743",2.4%,"$230,637,703",97.6%,2004,"Walt Disney Studios Motion Pictures

",427987,0,PG,119,"['Adventure', 'Animation', 'Family', 'Fantasy']",4711096,230636249,235347345
/title/tt0212720/?ref_=bo_cso_table_79,A.I. Artificial Intelligence,"$235,926,552","$78,616,689",33.3%,"$157,309,863",66.7%,2001,"Warner Bros.

",29352630,100000000,PG-13,146,"['Drama', 'Science fiction']",78616689,157309863,235926552
/title/tt0097165/?ref_=bo_cso_table_80,Dead Poets Society,"$235,860,116","$95,860,116",40.6%,"$140,000,000",59.4%,1989,"Walt Disney Studios Motion Pictures

",340456,0,,128,"['Comedy', 'Drama']",95860116,140000000,235860116
/title/tt3079380/?ref_=bo_cso_table_81,Spy,"$235,666,219","$110,825,712",47%,"$124,840,507",53%,2015,"Twentieth Century Fox

",29085719,65000000,R,0,"['Action', 'Comedy']",110825712,124840507,235666219
/title/tt0163651/?ref_=bo_cso_table_82,American Pie,"$235,483,004","$102,561,004",43.6%,"$132,922,000",56.4%,1999,"Universal Pictures

",18709680,11000000,R,95,['Comedy'],102561004,132922000,235483004
/title/tt1605630/?ref_=bo_cso_table_83,American Reunion,"$234,989,584","$57,011,521",24.3%,"$177,978,063",75.7%,2012,"Universal Pictures

",21514080,50000000,R,113,['Comedy'],57011521,177978063,234989584
/title/tt0142342/?ref_=bo_cso_table_84,Big Daddy,"$234,801,895","$163,479,795",69.6%,"$71,322,100",30.4%,1999,"Sony Pictures Entertainment (SPE)

",41536370,34200000,PG-13,93,"['Comedy', 'Drama']",163479795,71322100,234801895
/title/tt2974918/?ref_=bo_cso_table_85,Alvin and the Chipmunks: The Road Chip,"$234,798,636","$85,886,987",36.6%,"$148,911,649",63.4%,2015,"Twentieth Century Fox

",14287159,0,PG,92,"['Adventure', 'Animation', 'Comedy', 'Family', 'Musical']",85886987,148911649,234798636
/title/tt2084970/?ref_=bo_cso_table_86,The Imitation Game,"$233,555,708","$91,125,683",39%,"$142,430,025",61%,2014,"The Weinstein Company

",479352,0,PG-13,114,"['Biography', 'Drama', 'Thriller', 'War']",91125683,142430025,233555708
/title/tt3228774/?ref_=bo_cso_table_87,Cruella,"$233,274,812","$86,103,234",36.9%,"$147,171,578",63.1%,2021,"Walt Disney Studios Motion Pictures

",21496997,0,PG-13,134,"['Adventure', 'Comedy', 'Crime', 'Drama']",86103234,147171578,233274812
/title/tt0970416/?ref_=bo_cso_table_88,The Day the Earth Stood Still,"$233,093,859","$79,366,978",34%,"$153,726,881",66%,2008,"Twentieth Century Fox

",30480153,80000000,PG-13,104,"['Drama', 'Science fiction', 'Thriller']",79366978,153726881,233093859
/title/tt0328828/?ref_=bo_cso_table_89,American Wedding,"$232,722,935","$104,565,114",44.9%,"$128,157,821",55.1%,2003,"Universal Pictures

",33369440,55000000,R,96,['Comedy'],104565114,128157821,232722935
/title/tt1568346/?ref_=bo_cso_table_90,The Girl with the Dragon Tattoo,"$232,617,430","$102,515,793",44.1%,"$130,101,637",55.9%,2011,"Sony Pictures Entertainment (SPE)

",12768604,90000000,R,158,"['Crime', 'Drama', 'Mystery', 'Thriller']",102515793,130101637,232617430
/title/tt0467406/?ref_=bo_cso_table_91,Juno,"$232,372,681","$143,495,265",61.8%,"$88,877,416",38.2%,2007,"Fox Searchlight Pictures

",413869,7500000,PG-13,96,"['Comedy', 'Drama']",143495265,88877416,232372681
/title/tt1024648/?ref_=bo_cso_table_92,Argo,"$232,325,503","$136,025,503",58.6%,"$96,300,000",41.4%,2012,"Warner Bros.

",19458109,44500000,R,0,"['Biography', 'Drama', 'Thriller']",136025503,96300000,232325503
/title/tt0453451/?ref_=bo_cso_table_93,Mr. Bean's Holiday,"$232,225,908","$33,302,167",14.3%,"$198,923,741",85.7%,2007,"Universal Pictures

",9889780,0,G,90,"['Comedy', 'Family']",33302167,198923741,232225908
/title/tt0116209/?ref_=bo_cso_table_94,The English Patient,"$231,976,425","$78,676,425",33.9%,"$153,300,000",66.1%,1996,"Miramax

",278439,27000000,R,162,"['Drama', 'Romance', 'War']",78676425,153300000,231976425
/title/tt0105417/?ref_=bo_cso_table_95,Sister Act,"$231,605,150","$139,605,150",60.3%,"$92,000,000",39.7%,1992,"Walt Disney Studios Motion Pictures

",11894587,0,PG,100,"['Comedy', 'Family', 'Music']",139605150,92000000,231605150
/title/tt8350360/?ref_=bo_cso_table_96,Annabelle Comes Home,"$231,252,591","$74,152,591",32.1%,"$157,100,000",67.9%,2019,"Warner Bros.

",20269723,30000000,R,106,"['Horror', 'Mystery', 'Thriller']",74152591,157100000,231252591
/title/tt0360486/?ref_=bo_cso_table_97,Constantine,"$230,884,728","$75,976,178",32.9%,"$154,908,550",67.1%,2005,"Warner Bros.

",29769098,100000000,R,121,"['Action', 'Fantasy', 'Horror', 'Mystery']",75976178,154908550,230884728
/title/tt0425061/?ref_=bo_cso_table_98,Get Smart,"$230,685,453","$130,319,208",56.5%,"$100,366,245",43.5%,2008,"Warner Bros.

",38683480,80000000,PG-13,110,"['Action', 'Adventure', 'Comedy']",130319208,100366245,230685453
/title/tt0117705/?ref_=bo_cso_table_99,Space Jam,"$230,418,342","$90,418,342",39.2%,"$140,000,000",60.8%,1996,"Warner Bros.

",27528529,0,PG,88,"['Adventure', 'Animation', 'Comedy', 'Family', 'Science fiction', 'Sport']",90418342,0,90418342
/title/tt0118799/?ref_=bo_cso_table_100,Life Is Beautiful,"$230,098,753","$57,563,264",25%,"$172,535,489",75%,1998,"Miramax

",118920,0,PG-13,116,"['Comedy', 'Drama', 'Romance', 'War']",57247384,171600000,228847384
/title/tt2404463/?ref_=bo_cso_table_101,The Heat,"$229,930,771","$159,582,188",69.4%,"$70,348,583",30.6%,1996,"Twentieth Century Fox

",39115043,43000000,R,117,"['Action', 'Comedy', 'Crime']",159582188,70348583,229930771
/title/tt0259324/?ref_=bo_cso_table_103,Ghost Rider,"$228,738,393","$115,802,596",50.6%,"$112,935,797",49.4%,2007,"Sony Pictures Entertainment (SPE)

",45388836,110000000,PG-13,110,"['Action', 'Fantasy', 'Thriller']",115802596,112935797,228738393
/title/tt5061814/?ref_=bo_cso_table_104,Goodbye Mr. Loser,"$228,122,928","$1,293,626",0.6%,"$226,829,302",99.4%,2015,"China Lion Film Distribution

",363949,0,,104,['Comedy'],1293626,226829302,228122928
/title/tt4468740/?ref_=bo_cso_table_105,Paddington 2,"$227,978,645","$40,891,591",17.9%,"$187,087,054",82.1%,2017,"Warner Bros.

",11001961,0,PG,103,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",40891591,187086932,227978523
